"","substancia","resumoApresentacao","minino","maximo","mediano","marcas","valoresMin","valoresMax","valoresMed"
"122","ACICLOVIR","50MG/G|10G|topico|pomada-creme-gel",9.32,1622.7,21,"ZOVIRAX|ANTIVIRAX|ACICLOVIR|EZOPEN|ACICLOVIR|ZICLOVIR|HPMIX|ACICLOVIR|ACICLOVIR|ACICLOVIR|ACIVIRAX|ACICLOVIR|ACICLOVIR|ACICLOVIR|ACICLOVIR|HERVIRAX|ACICLOVIR|ACICLOMED|HECLIVIR|ACICLOVIR|ACICLOVIR|ACICLOVIR","30.7|18.39|15.5|17.39|14.05|12.34|19.95|19.95|13.69|13.69|12.29|14.37|13.63|1123.66|19.95|17.45|17.45|9.32|18.37|19.95|14.18|15.08","44.33|26.56|22.38|25.12|20.3|17.82|28.8|28.8|19.77|19.77|17.74|20.76|19.69|1622.7|28.8|25.19|25.19|13.46|26.54|28.8|20.48|21.78","39|23|20|22|18|16|25|25|17|17|16|18|17|1424|25|22|22|12|23|25|18|19"
"123","ACICLOVIR SÓDICO","250MG|injetavel|solucao",367.88,4231.04,3841,"ACICLOVIR|UNI-VIR|ZYNVIR","3294.75|367.88|3384.83","4118.44|459.85|4231.04","3841|429|3946"
"124","ÁCIDO ACÉTICO GLACIAL;CLORETO DE CÁLCIO;ÁGUA PARA INJEÇÃO;CLORETO DE MAGNÉSIO HEXAIDRATADO;DEXTROSE ANIDRA;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO","ERRO|oral|solucao",10.93,12.24,12,"FARMARIN CPHD","10.93","12.24","12"
"125","ACIDO ACETILSALICILICO","100MG|oral|comprimido",10.4,109.89,45.5,"ÁCIDO ACETILSALICÍLICO|AAS|AAS|AAS","33.79|10.4|37.68|76.1","48.8|15.02|54.41|109.89","43|13|48|96"
"126","ÁCIDO ACETILSALICÍLICO","100MG|oral|comprimido",4.21,74.31,26,"SALICETIL|SALICETIL|ACIDO ACETILSALICILICO|ACIDO ACETILSALICILICO|ACIDO ACETILSALICILICO|ACETICIL|AS-MED|AS-MED|DORMEC|DORMEC|DORMEC|DORMEC|ÁCIDO ACETILSALICÍLICO|ÁCIDO ACETILSALICÍLICO|ASPIRINA PREVENT|AAS PROTECT","51.46|22.35|5.48|34.67|18.81|22.88|25.34|4.21|38.17|14.54|18.22|33.02|30.7|5.07|10.63|10.12","74.31|32.27|7.92|50.07|27.17|33.05|36.59|6.07|55.12|20.99|26.32|47.68|44.33|7.32|15.36|14.62","65|28|7|44|24|29|32|5|48|18|23|42|39|6|13|13"
"127","ÁCIDO ACETILSALICÍLICO","300MG|oral|comprimido",31.29,45.18,40,"ASPIRINA PREVENT","31.29","45.18","40"
"128","ÁCIDO ACETILSALICÍLICO","500MG|30MG|oral|comprimido",46.79,67.58,59,"CALMADOR","46.79","67.58","59"
"129","ÁCIDO ACETILSALICÍLICO","500MG|oral|comprimido",5.37,122.51,40,"ACIDO ACETILSALICILICO|ACETICIL|AS-MED|DORMEC|DORMEC|ÁCIDO ACETILSALICÍLICO|ÁCIDO ACETILSALICÍLICO|ÁCIDO ACETILSALICÍLICO|ASPIRINA|ASPIRINA|ASPIRINA|ASPIRINA","33.56|84.83|50.37|29.41|57.21|18.35|20.2|5.37|9.08|48.1|9.08|53.3","48.47|122.51|72.75|42.47|82.62|26.5|29.17|7.75|13.11|69.46|13.11|76.98","43|108|64|37|73|23|26|7|12|61|12|68"
"130","ÁCIDO ACETILSALICÍLICO","81MG|oral|comprimido",7.45,32.26,18.5,"ECASIL-81|ECASIL-81","7.45|22.34","10.75|32.26","9|28"
"131","ÁCIDO ACETILSALICÍLICO","85MG|oral|comprimido",95.62,138.09,121,"MELHORAL","95.62","138.09","121"
"132","ÁCIDO ACETILSALICÍLICO;ÁCIDO ASCÓRBICO","400MG|240MG|oral|comprimido",17.05,289.22,138,"ASPIRINA C EFERVESCENTE|ASPIRINA C EFERVESCENTE","200.28|17.05","289.22|24.63","254|22"
"133","ACIDO ACETILSALICILICO;CAFEÍNA;HIDROXIDO DE ALUMÍNIO;MALEATO DE MEPIRAMINA","150MG|150MG|15MG|50MG|oral|comprimido",112.74,162.81,143,"ENJOY","112.74","162.81","143"
"134","ÁCIDO AMINOCAPRÓICO","500MG|oral|comprimido",24.21,34.96,31,"IPSILON","24.21","34.96","31"
"135","ÁCIDO AMINOCAPRÓICO","ERRO|injetavel|solucao",18.57,30.69,25.5,"IPSILON|IPSILON","18.57|21.25","26.82|30.69","24|27"
"136","ÁCIDO ASCÓRBICO","100MG/ML|injetavel|solucao",60.08,103.78,77,"VITASANTISA C|CEVITA|ÁCIDO ASCÓRBICO HYPOFARMA|VITAMINA C INJETÁVEL","60.08|72.09|60.08|83.02","75.1|90.11|75.1|103.78","70|84|70|97"
"137","ÁCIDO ASCÓRBICO","1G|4G|oral|po",11.13,16.08,14,"VITACIN","11.13","16.08","14"
"138","ÁCIDO ASCÓRBICO","1G|oral|comprimido",7.97,45.8,12,"ENERGIL C|ENERGIL C|BIO-C|BIO-C|CEBION|CEBION|CEBION|CEBION|CEPLUVITIN|VITER C|VITAXON C|CENEVIT|REDOXON|REDOXON|CEWIN","8.97|20.28|10.3|27|9.79|9.79|22.95|9.79|7.97|13.7|31.71|7.97|8.82|21.34|8.41","12.96|29.28|14.88|38.99|14.14|14.14|33.14|14.14|11.51|19.78|45.8|11.51|12.74|30.82|12.15","11|26|13|34|12|12|29|12|10|17|40|10|11|27|11"
"139","ÁCIDO ASCÓRBICO","200MG/ML|oral|solucao",7.12,13.53,10,"ENERGIL C|BIO-C|VITAMINA C MEDQUÍMICA|CEBION|CEPLUVITIN|VITACIN|CENEVIT|REDOXON|CEWIN","8.07|8.06|7.41|8.89|8.07|7.12|8.73|9.37|8.47","11.66|11.64|10.34|12.84|11.66|10.28|12.61|13.53|12.24","10|10|9|11|10|9|11|12|11"
"140","ÁCIDO ASCÓRBICO","200MG|oral|solucao",8.69,253.97,117,"VITER C|VITER C","8.69|175.87","12.55|253.97","11|223"
"141","ÁCIDO ASCÓRBICO","250MG|vaginal|comprimido",27.85,40.22,35,"VAGI C","27.85","40.22","35"
"142","ÁCIDO ASCÓRBICO","2G|oral|comprimido",12.03,20.66,17,"VITERGYL C|CEBION|CENEVIT|REDOXON","13.36|13.68|14.3|12.03","19.29|19.75|20.66|17.37","17|17|18|15"
"143","ÁCIDO ASCÓRBICO","500MG|oral|comprimido",15.02,242.78,20,"VITAMINA C MEDQUÍMICA|CEBION|VITER C|VITER C|CEWIN","15.45|15.75|15.02|168.12|16.59","21.54|22.74|21.69|242.78|23.96","19|20|19|213|21"
"144","ÁCIDO ASCÓRBICO","ERRO|oral|solucao",22.33,32.25,28,"APETIVITON BC","22.33","32.25","28"
"145","ÁCIDO ASCÓRBICO;CITRATO DE ZINCO","1000MG|10MG|oral|comprimido",35.12,50.71,45,"BIO-C + ZINCO","35.12","50.71","45"
"146","ÁCIDO ASCÓRBICO;CITRATO DE ZINCO","1G|10MG|oral|comprimido",11.25,39.02,24,"ENERGIL ZINCO|ENERGIL ZINCO","11.25|27.02","16.25|39.02","14|34"
"147","ÁCIDO ASCÓRBICO;COLECALCIFEROL","25MG|5MG|25MG|150UI|oral|comprimido",27.46,39.66,35,"CAMOMILINA C","27.46","39.66","35"
"148","ÁCIDO AZELAICO","150MG/G|30G|oral|pomada-creme-gel",40.75,58.85,52,"AZELAN","40.75","58.85","52"
"149","ÁCIDO AZELAICO","200MG/G|30G|topico|pomada-creme-gel",40.76,58.86,52,"AZELAN","40.76","58.86","52"
"150","ÁCIDO BENZÓICO;TERPINA MONOIDRATADA;MENTOL;EUCALIPTOL","33MG/ML|22MG/ML|22MG/ML|5.5MG/ML|inalatorio|solucao",12.35,17.83,16,"PENETRO","12.35","17.83","16"
"151","ÁCIDO CARGLÚMICO","200MG|oral|comprimido",1559.46,27024.71,12849,"CARBAGLU|CARBAGLU","1559.46|18713.64","2252.05|27024.71","1977|23721"
"152","ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO","100G|oral|po",11.74,16.96,15,"SAL DE FRUTA ENO","11.74","16.96","15"
"153","ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO","5G|oral|po",53.64,77.47,68,"SAL DE FRUTA ENO","53.64","77.47","68"
"154","ÁCIDO CÍTRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO","5G|oral|po",6.4,9.24,8,"ESTOMAZIL|ESTOMAZIL","6.4|6.4","9.24|9.24","8|8"
"155","ÁCIDO FÓLICO","0.2MG/ML|oral|solucao",782.86,1130.54,992,"AFOLIC INFANTIL","782.86","1130.54","992"
"156","ÁCIDO FÓLICO","150MG|5MG|oral|comprimido",20.4,52.97,36,"NEUTROFER  FÓLICO|FOLIFER","20.4|36.68","29.46|52.97","26|46"
"157","ÁCIDO FÓLICO","15MG/ML|0.5MG/ML|oral|solucao",20.4,29.46,26,"NEUTROFER  FÓLICO","20.4","29.46","26"
"158","ÁCIDO FÓLICO","250MG/ML|0.2MG/ML|oral|solucao",27.97,40.4,35,"NEUTROFER  FÓLICO","27.97","40.4","35"
"159","ÁCIDO FÓLICO","2MG|oral|comprimido",20.39,29.45,26,"ENDOFOLIN","20.39","29.45","26"
"160","ÁCIDO FÓLICO","5MG/ML|oral|solucao",6.75,9.75,9,"ACFOL","6.75","9.75","9"
"161","ÁCIDO FÓLICO","5MG|oral|comprimido",5.85,120.09,20,"ENDOFOLIN|ENDOFOLIN|FOLIFOLIN|AFOPIC|PRÉ-FOLIC|MATER FOLIC|FOLIN|FOLIN|FEMME FOLICO|ACFOL|HIPOFOL|AFOLIC|AFOLIC|BEFOLIK|FOLONIN|NEO FÓLICO|FOLACIN","20.54|49.38|8.68|5.85|9.62|18.16|47.94|18.1|15.77|7.9|72.84|6.29|83.16|7.13|5.96|5.96|16.94","29.67|71.32|12.53|8.45|13.9|26.23|69.23|26.14|22.77|11.41|105.19|9.08|120.09|10.3|8.61|8.61|24.46","26|63|11|7|12|23|61|23|20|10|92|8|105|9|8|8|21"
"162","ÁCIDO FÓLICO;CIANOCOBALAMINA","150MG/ML|0.25MG/ML|7.5MCG/ML|oral|solucao",17.06,24.64,22,"VI -  FERRIN","17.06","24.64","22"
"163","ÁCIDO FÓLICO;CIANOCOBALAMINA","20MG/ML|0.333MG/ML|1MCG/ML|oral|solucao",17.06,24.64,22,"VI -  FERRIN","17.06","24.64","22"
"164","ÁCIDO FÓLICO;CIANOCOBALAMINA","300MG|5MG|15MCG|oral|comprimido",31.67,45.73,40,"VI -  FERRIN","31.67","45.73","40"
"165","ÁCIDO FUSÍDICO","20MG/G|10G|topico|pomada-creme-gel",24.49,35.37,31,"VERUTEX","24.49","35.37","31"
"166","ÁCIDO FUSÍDICO","20MG/G|15G|topico|pomada-creme-gel",36.78,53.11,47,"VERUTEX","36.78","53.11","47"
"167","ÁCIDO FUSÍDICO;VALERATO DE BETAMETASONA","20MG/G|1MG/G|15G|topico|pomada-creme-gel",30.04,66.7,48.5,"ÁCIDO FUSÍDICO + VALERATO DE BETAMETASONA|VERUTEX B","30.04|46.19","43.38|66.7","38|59"
"168","ÁCIDO FUSÍDICO;VALERATO DE BETAMETASONA","20MG/G|1MG/G|5G|topico|pomada-creme-gel",15.38,22.22,20,"VERUTEX B","15.38","22.22","20"
"169","ÁCIDO GADOTÉRICO","ERRO|injetavel|solucao",337.78,7438.36,2737.5,"DOTAREM|DOTAREM|DOTAREM|DOTAREM","337.78|3742.12|5950.69|954.14","422.23|4677.65|7438.36|1192.68","394|4363|6938|1112"
"170","ÁCIDO GAMAMINOBUTÍRICO","250MG|oral|comprimido",22.92,33.1,29,"GAMMAR","22.92","33.1","29"
"171","ÁCIDO GLICÓLICO;HIDROQUINONA","40MG/G|100MG/G|1G|topico|pomada-creme-gel",48.18,75.44,63.5,"GLYQUIN XM|GLYQUIN XM","48.18|52.24","69.58|75.44","61|66"
"172","ÁCIDO HIALURÔNICO","2MG/G|10G|topico|pomada-creme-gel",18.03,26.03,23,"HYALUDERMIN","18.03","26.03","23"
"173","ÁCIDO HIALURÔNICO","2MG/G|30G|topico|pomada-creme-gel",51.22,73.97,65,"HYALUDERMIN","51.22","73.97","65"
"174","ÁCIDO MEFENÂMICO","500MG|oral|comprimido",7.09,27.33,17,"ÁCIDO MEFENÂMICO|ÁCIDO MEFENÂMICO|ÁCIDO MEFENÂMICO|PONSTAN|ÁCIDO  MEFENÂMICO|PONSDRIL|ACIDO MEFENAMICO|ACIDO MEFENAMICO","14.18|15.73|14.21|21.86|14.21|14.18|7.09|14.18","17.73|19.66|17.76|27.33|17.76|17.73|8.86|17.73","17|18|17|25|17|17|8|17"
"175","ÁCIDO NICOTÍNICO","1000MG|oral|comprimido",54.33,67.91,63,"METRI","54.33","67.91","63"
"176","ÁCIDO NICOTÍNICO","500MG|oral|comprimido",40.67,50.84,47,"METRI","40.67","50.84","47"
"177","ÁCIDO PARAMINOBENZÓICO;NITRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;CISTINA;QUERATINA;LEVEDURA","60MG|20MG|60MG|100MG|20MG|20MG|oral|comprimido",99.08,143.08,126,"PANTOGAR","99.08","143.08","126"
"178","ÁCIDO PARAMINOBENZÓICO;PANTOTENATO DE CÁLCIO;CISTINA;QUERATINA;LEVEDURA;TIAMINA","60MG|20MG|60MG|100MG|20MG|20MG|oral|comprimido",49.54,214.64,125.5,"PANTOGAR|PANTOGAR","49.54|148.63","71.54|214.64","63|188"
"179","ÁCIDO SALICÍLICO","0.64MG|30MG/G|30G|topico|pomada-creme-gel",18.96,27.39,24,"SOFTDERM","18.96","27.39","24"
"180","ÁCIDO SALICÍLICO;ACIDO LÁCTICO","165MG/ML|145.2MG/ML|topico|solucao",19.64,28.37,25,"DUOFILM","19.64","28.37","25"
"181","ÁCIDO SALICÍLICO;DIPROPIONATO DE BETAMETASONA","0.5MG/G|30MG/G|30G|topico|pomada-creme-gel",12.52,18.08,16,"DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO","12.52","18.08","16"
"182","ÁCIDO SALICÍLICO;DIPROPIONATO DE BETAMETASONA","0.64MG/G|30MG/G|30G|oral|pomada-creme-gel",19.58,28.28,25,"DIPROSALIC","19.58","28.28","25"
"183","ÁCIDO SALICÍLICO;DIPROPIONATO DE BETAMETASONA","0.64MG/G|30MG/G|30G|topico|pomada-creme-gel",19.53,28.2,25,"DERMOSALIC","19.53","28.2","25"
"184","ÁCIDO SALICÍLICO;DIPROPIONATO DE BETAMETASONA","0.64MG/ML|20MG/ML|topico|solucao",14.87,35.16,24.5,"DERMOSALIC|DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO|DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO|DIPROSALIC","22.79|14.87|15.57|24.35","32.92|21.48|22.49|35.16","29|19|20|31"
"185","ÁCIDO SALICÍLICO;ÓXIDO DE ZINCO;ENXOFRE;ÁCIDO BÓRICO","3G|0.352G|17.602G|11.735G|100G|topico|po",6.44,9.3,8,"POLVILHO ANTISSÉPTICO GRANADO|POLVILHO ANTISSÉPTICO GRANADO|POLVILHO ANTISSÉPTICO GRANADO|POLVILHO ANTISSÉPTICO GRANADO","6.44|6.44|6.44|6.44","9.3|9.3|9.3|9.3","8|8|8|8"
"186","ÁCIDO SALICÍLICO;ÓXIDO DE ZINCO;ENXOFRE;ÁCIDO BÓRICO","3G|0.352G|17.602G|11.735G|200G|topico|po",10.23,14.78,13,"POLVILHO ANTISSÉPTICO GRANADO","10.23","14.78","13"
"187","ÁCIDO SELENIOSO","60MCG/ML|injetavel|solucao",135.16,168.95,158,"SELENOZ","135.16","168.95","158"
"188","ÁCIDO TIÓCTICO","600MG|oral|comprimido",107.29,134.11,125,"THIOCTACID","107.29","134.11","125"
"189","ÁCIDO TRANEXÂMICO","250MG|oral|comprimido",24.42,54.23,31,"ÁCIDO TRANEXÂMICO|TRANSAMIN|TREXACONT|ACIDO TRANEXAMICO","24.42|37.55|24.42|24.42","35.26|54.23|35.26|35.26","31|48|31|31"
"190","ÁCIDO TRANEXÂMICO","50MG/ML|injetavel|solucao",10.09,583.27,39,"ÁCIDO TRANEXÂMICO|ACIDO TRANEXAMICO|TRANSAMIN","403.89|10.09|31.06","583.27|14.57|44.86","512|13|39"
"191","ÁCIDO URSODESOXICÓLICO","150MG|oral|comprimido",78.55,98.19,92,"URSACOL","78.55","98.19","92"
"192","ÁCIDO URSODESOXICÓLICO","300MG|oral|comprimido",155.27,194.09,181,"URSACOL","155.27","194.09","181"
"193","ÁCIDO URSODESOXICÓLICO","50MG|oral|comprimido",31.72,39.65,37,"URSACOL","31.72","39.65","37"
"194","ÁCIDO VALPRÓICO","250MG/5ML|oral|solucao",10.73,13.41,13,"ÁCIDO VALPRÓICO","10.73","13.41","13"
"195","ÁCIDO VALPRÓICO","250MG|oral|comprimido",14.76,41.31,19,"DEPAKENE|DEPAKENE|VODSSO|EPILENIL","16.52|33.05|16.52|14.76","20.65|41.31|20.65|18.45","19|39|19|17"
"196","ÁCIDO VALPRÓICO;VALPROATO DE SÓDIO","300MG|oral|comprimido",24.89,59.14,42,"TORVAL CR|TORVAL CR","24.89|47.31","31.11|59.14","29|55"
"197","ÁCIDO VALPRÓICO;VALPROATO DE SÓDIO","500MG|oral|comprimido",41.56,98.74,70,"TORVAL CR|TORVAL CR","41.56|78.99","51.95|98.74","48|92"
"198","ÁCIDO ZOLEDRÔNICO","0.05MG/ML|oral|solucao",1988.72,2485.9,2319,"ACLASTA","1988.72","2485.9","2319"
"199","ÁCIDO ZOLEDRÔNICO","0.8MG/ML|oral|solucao",1362.38,1702.98,1588,"ZOLIBBS","1362.38","1702.98","1588"
"200","ÁCIDO ZOLEDRÔNICO","4MG/5ML|injetavel|solucao",967.53,1209.41,1128,"ÁCIDO ZOLEDRÔNICO","967.53","1209.41","1128"
"201","ÁCIDO ZOLEDRÔNICO","4MG|injetavel|solucao",383.7,479.63,447,"ACIDO ZOLEDRONICO","383.7","479.63","447"
"202","ÁCIDO ZOLEDRÔNICO","4MG|oral|solucao",378.06,1860.53,1088,"ZOMETA|ÁCIDO ZOLEDRÔNICO","1488.42|378.06","1860.53|472.58","1735|441"
"203","ÁCIDO ZOLEDRÔNICO MONOIDRATADO","4MG|injetavel|solucao",9674.91,12093.64,11280,"ACIDO ZOLEDRONICO","9674.91","12093.64","11280"
"204","ÁCIDO ZOLEDRÔNICO MONOIDRATADO","4MG|oral|solucao",885.59,1106.99,1033,"ÁCIDO ZOLEDRÔNICO","885.59","1106.99","1033"
"205","ÁCIDO ZOLEDRÔNICO MONOIDRATADO","5MG|injetavel|solucao",1988.75,2485.94,2319,"DENSIS|DENSIS","1988.75|1988.75","2485.94|2485.94","2319|2319"
"206","ACITRETINA","10MG|oral|comprimido",127.19,423.93,275.5,"NEOTIGASON|NEOTIGASON","423.93|127.19","423.93|127.19","424|127"
"207","ACITRETINA","25MG|oral|comprimido",308.47,1028.28,668,"NEOTIGASON|NEOTIGASON","308.47|1028.28","308.47|1028.28","308|1028"
"208","ACTAEA RACEMOSA L.","160MG|oral|comprimido",61.62,88.99,78,"CLIFEMIN","61.62","88.99","78"
"209","ACTAEA RACEMOSA L.","20MG|oral|comprimido",60.04,86.7,76,"APLAUSE","60.04","86.7","76"
"210","ACTAEA RACEMOSA L.","80MG|oral|comprimido",47.58,68.71,60,"TEPEMEN","47.58","68.71","60"
"211","ADALIMUMABE","100MG/ML|injetavel|solucao",3679.33,9198.35,7359,"HUMIRA|HUMIRA|HUMIRA|HUMIRA","7358.68|7358.68|7358.68|3679.33","7358.68|7358.68|9198.35|4599.16","7359|7359|8580|4290"
"212","ADALIMUMABE","40MG|injetavel|solucao",2395.2,2395.2,2395,"HYRIMOZ|HYRIMOZ","2395.2|2395.2","2395.2|2395.2","2395|2395"
"213","ADALIMUMABE","50MG/ML|injetavel|solucao",2156.82,7358.68,4758,"AMGEVITA|HUMIRA","2156.82|7358.68","2156.82|7358.68","2157|7359"
"214","ADAPALENO","1MG/G|30G|oral|pomada-creme-gel",23.66,52.62,41,"ADAPALENO|ADACNE|ADAPALENO","36.44|23.66|32.08","52.62|34.17|46.33","46|30|41"
"215","ADAPALENO","1MG/G|30G|topico|pomada-creme-gel",48.96,70.71,62,"DERIVA MICRO","48.96","70.71","62"
"216","ADAPALENO","3MG/G|30G|oral|pomada-creme-gel",55.87,80.69,71,"BELPELE","55.87","80.69","71"
"217","ADAPALENO","3MG/G|30G|topico|pomada-creme-gel",55.98,80.84,71,"DIFFERIN","55.98","80.84","71"
"218","ADAPALENO","3MG/G|45G|topico|pomada-creme-gel",83.96,121.24,106,"DIFFERIN","83.96","121.24","106"
"219","ADAPALENO;FOSFATO DE CLINDAMICINA","1MG/G|10MG/G|45G|topico|pomada-creme-gel",35.15,50.76,45,"ADACNE CLIN","35.15","50.76","45"
"220","ADAPALENO;FOSFATO DE CLINDAMICINA","30G|topico|pomada-creme-gel",22.04,31.84,28,"DERIVA C MICRO","22.04","31.84","28"
"221","ADAPALENO;PERÓXIDO DE BENZOÍLA","1MG/G|25MG/G|30G|topico|pomada-creme-gel",62.02,89.56,79,"EPIDUO","62.02","89.56","79"
"222","ADENOSINA","3MG/ML|injetavel|solucao",453.73,903.4,686,"ADENOCARD|ADENOSINA","722.72|453.73","903.4|567.16","843|529"
"223","AESCULUS HIPPOCASTANUM L.","100MG|oral|comprimido",18.82,349.89,35,"CASTANHA DA ÍNDIA ATALAIA|CASTANHA DA INDIA GLOBO|CASTANHA DA ÍNDIA|CASTANHA DA ÍNDIA HERBARIUM|VARIVAX|VARIVAX|FLUXOLIV","24.69|18.82|28.95|25.99|45.71|242.29|27.32","35.65|27.18|41.8|37.53|66.02|349.89|39.46","31|24|37|33|58|307|35"
"224","AESCULUS HIPPOCASTANUM L.","250MG|oral|comprimido",14.97,60.48,25,"PROCTOCAPS|VARINATI|VARINATI","14.97|43.39|20.45","21.62|60.48|28.5","19|54|25"
"225","AESCULUS HIPPOCASTANUM L.","263.2MG|oral|comprimido",33.55,75.15,54.5,"VENOCUR FIT|VENOCUR FIT","33.55|52.04","48.46|75.15","43|66"
"226","AESCULUS HIPPOCASTANUM L.","300MG|oral|comprimido",25.65,71.1,47.5,"PHYTOVEIN|VARIVAX","25.65|49.23","37.04|71.1","33|62"
"227","AESCULUS HIPPOCASTANUM L.","500MG|oral|comprimido",29.37,42.41,37,"VARICELL PHYTO|VARICELL PHYTO","29.37|29.37","42.41|42.41","37|37"
"228","AFLIBERCEPTE","25MG/ML|oral|solucao",1178.19,2945.46,2060.5,"ZALTRAP|ZALTRAP","1178.19|2356.37","1472.74|2945.46","1374|2747"
"229","AFLIBERCEPTE","40MG/ML|injetavel|solucao",3538.06,4422.58,4125,"EYLIA","3538.06","4422.58","4125"
"230","AGOMELATINA","25MG|oral|comprimido",63.74,300.53,162,"VALDOXAN|VALDOXAN|VALDOXAN","63.74|127.47|208.11","92.05|184.09|300.53","81|162|264"
"231","ÁGUA PARA INJEÇÃO","ERRO|injetavel|solucao",105.87,826.9,246,"ÁGUA PARA INJEÇÃO|ÁGUA PARA INJEÇÃO|ÁGUA PARA INJEÇÃO|ÁGUA PARA INJEÇÃO|AGUA PARA INJEÇÃO","661.52|316.82|210.74|146.55|105.87","826.9|396.03|263.43|183.19|132.34","771|369|246|171|123"
"232","ÁGUA PARA INJEÇÃO Q.S.P.","ERRO|injetavel|solucao",66.47,98.33,88,"ISOFARMA - AGUA PARA INJEÇÃO|ISOFARMA - AGUA PARA INJEÇÃO|ISOFARMA - AGUA PARA INJEÇÃO","75.4|78.66|66.47","94.25|98.33|83.09","88|92|77"
"233","ÁGUA PARA INJETÁVEIS","ERRO|injetavel|solucao",6.27,556.38,161,"ÁGUA PARA INJEÇÃO|ÁGUA PARA INJEÇÃO|ÁGUA PARA INJEÇÃO|ÁGUA PARA INJEÇÃO|ÁGUA PARA INJETÁVEIS|ÁGUA PARA INJETÁVEIS|ÁGUA PARA INJETÁVEIS|ÁGUA PARA INJEÇÃO B. BRAUN|ÁGUA PARA INJEÇÃO B. BRAUN|ÁGUA PARA INJEÇÃO B. BRAUN|ÁGUA PARA INJEÇÃO B. BRAUN|AGUA PARA INJEÇAO|AGUA PARA INJEÇAO|AGUA PARA INJEÇAO|ÁGUA ESTÉRIL PARA INJETÁVEIS BEKER|ÁGUA ESTÉRIL PARA INJETÁVEIS BEKER|ÁGUA ESTÉRIL PARA INJETÁVEIS BEKER|FARMACE -AGUA PARA INJEÇÃO|FARMACE -AGUA PARA INJEÇÃO|FARMACE -AGUA PARA INJEÇÃO|FARMACE -AGUA PARA INJEÇÃO|FARMACE -AGUA PARA INJEÇÃO|AGUA PARA INJEÇÃO|AGUA PARA INJEÇÃO|AGUA PARA INJEÇÃO|AGUA PARA INJEÇÃO","6.27|6.27|6.98|9.73|6.31|7.05|9.76|330.94|190.04|141.05|97.99|242.06|134.29|112.27|311.5|166.14|135.69|110.13|397.08|317.04|168.8|168.67|162.53|244.2|445.1|113.09","7.84|7.84|8.73|12.16|7.89|8.81|12.2|413.68|237.55|176.31|122.49|302.58|167.86|140.34|389.38|207.68|169.61|137.66|496.35|396.3|211|210.84|203.16|305.25|556.38|141.36","7|7|8|11|7|8|11|386|222|164|114|282|157|131|363|194|158|128|463|370|197|197|189|285|519|132"
"234","ÁGUA PARA INJETÁVEIS","ERRO|oral|solucao",18.35,265.03,131.5,"ÁGUA PARA INJEÇÃO|ÁGUA PARA INJEÇÃO|ÁGUA PARA INJEÇÃO|ÁGUA ESTÉRIL BAXTER","212.02|134.26|91.31|18.35","265.03|167.83|114.14|22.94","247|157|106|21"
"235","ÁGUA PARA INJETÁVEIS QSP","ERRO|injetavel|solucao",33.48,151.59,84,"ÁGUA PARA INJETÁVEIS|ÁGUA PARA INJETÁVEIS|ÁGUA PARA INJETÁVEIS","121.27|72.19|33.48","151.59|90.24|41.85","141|84|39"
"236","ÁGUA PARA INJETÁVEIS QSP","ERRO|oral|solucao",3.41,8.83,6,"ÁGUA PARA INJETÁVEIS|ÁGUA PARA INJETÁVEIS","3.41|7.06","4.26|8.83","4|8"
"237","ALANILGLUTAMINA","200MG/ML|injetavel|solucao",484.05,605.06,564,"DIPEPTIVEN","484.05","605.06","564"
"238","ALANTOÍNA;HEPARINA SÓDICA SUÍNA","20G|oral|pomada-creme-gel",41.08,59.32,52,"CONTRACTUBEX","41.08","59.32","52"
"239","ALANTOÍNA;HEPARINA SÓDICA SUÍNA","50G|oral|pomada-creme-gel",102.71,148.33,130,"CONTRACTUBEX","102.71","148.33","130"
"240","ALBENDAZOL","400MG|oral|comprimido",4.15,99.5,8,"ZENTEL|ALBENDAZOL|ALBENDAZOL|ALBENDAZOL|PARASIN|ALBENDAZOL|ALBENDAZOL|BENZOL|ALBENDAZOL|ALBENDAZOL|ALBENDAZOL|ALBENDAZOL|ALBENDAZOL|ALBENDAZOL|MEBENIX|ALBEL|ALBEL|MONOZOL|ALBENDAZOL","9.24|5.6|6|17.11|8.24|6|5.83|4.15|4.74|79.6|13.05|21.89|6|17.16|7.09|5.16|15.49|8.37|5.46","11.55|7|7.5|21.39|10.3|7.5|7.29|5.19|5.93|99.5|16.31|27.36|7.5|21.45|8.86|6.45|19.36|10.46|6.83","11|7|7|20|10|7|7|5|6|93|15|26|7|20|8|6|18|10|6"
